window,time_start_s,time_end_s,cpu_prob,rknn_prob,prob_diff,h_diff,c_diff,cpu_voice,rknn_voice
241,7.712,7.744,0.9989116191864014,0.99755859375,0.0013530254364013672,0.1298249363899231,1.555171012878418,1,1
242,7.744,7.776,0.9990466237068176,0.99755859375,0.001488029956817627,0.1236378401517868,1.556894063949585,1,1
243,7.776,7.808,0.9987624883651733,0.99755859375,0.0012038946151733398,0.11997929960489273,1.5846960544586182,1,1
244,7.808,7.84,0.9978455901145935,0.99755859375,0.00028699636459350586,0.12073151767253876,1.6057857275009155,1,1
245,7.84,7.872,0.9963916540145874,0.99609375,0.00029790401458740234,0.14858952164649963,1.6647939682006836,1,1
246,7.872,7.904,0.9949467182159424,0.99609375,0.0011470317840576172,0.14568163454532623,1.6939215660095215,1,1
247,7.904,7.936,0.9901071190834045,0.99560546875,0.005498349666595459,0.14782685041427612,1.7054651975631714,1,1
248,7.936,7.968,0.9758409261703491,0.9921875,0.01634657382965088,0.17192429304122925,1.7348278760910034,1,1
249,7.968,8.0,0.9944357872009277,0.9873046875,0.007131099700927734,0.23617634177207947,1.790797233581543,1,1
250,8.0,8.032,0.9975766539573669,0.99169921875,0.005877435207366943,0.2549174129962921,1.8740123510360718,1,1
251,8.032,8.064,0.9980605244636536,0.99365234375,0.0044081807136535645,0.22877034544944763,1.9243990182876587,1,1
252,8.064,8.096,0.9975235462188721,0.99169921875,0.00582432746887207,0.2305101752281189,1.9738366603851318,1,1
253,8.096,8.128,0.9967848658561707,0.9873046875,0.009480178356170654,0.2553233206272125,2.0682129859924316,1,1
254,8.128,8.16,0.9954975247383118,0.98388671875,0.011610805988311768,0.2604449391365051,2.143580198287964,1,1
255,8.16,8.192,0.9898232221603394,0.9755859375,0.014237284660339355,0.27306264638900757,2.211794853210449,1,1
256,8.192,8.224,0.9639391899108887,0.96875,0.004810810089111328,0.23152202367782593,2.149036407470703,1,1
257,8.224,8.256,0.93115234375,0.9775390625,0.04638671875,0.2371644675731659,2.1384220123291016,1,1
258,8.256,8.288,0.8737323880195618,0.97509765625,0.10136526823043823,0.23352527618408203,2.091097831726074,1,1
259,8.288,8.32,0.8342968225479126,0.9638671875,0.1295703649520874,0.23510554432868958,2.032224655151367,1,1
260,8.32,8.352,0.8092011213302612,0.94873046875,0.13952934741973877,0.22573986649513245,1.9734399318695068,1,1
261,8.352,8.384,0.8613779544830322,0.92431640625,0.06293845176696777,0.20660221576690674,1.9328659772872925,1,1
262,8.384,8.416,0.9012131690979004,0.89599609375,0.005217075347900391,0.17699286341667175,1.8683441877365112,1,1
263,8.416,8.448,0.8928709626197815,0.87158203125,0.021288931369781494,0.18638275563716888,1.8918142318725586,1,1
264,8.448,8.48,0.8774628639221191,0.85205078125,0.02541208267211914,0.17057836055755615,1.8650367259979248,1,1
265,8.48,8.512,0.8330821394920349,0.83056640625,0.002515733242034912,0.17539635300636292,1.8750157356262207,1,1
266,8.512,8.544,0.8048597574234009,0.80419921875,0.0006605386734008789,0.16833782196044922,1.8544279336929321,1,1
267,8.544,8.576,0.8124990463256836,0.78076171875,0.031737327575683594,0.16421908140182495,1.862262487411499,1,1
268,8.576,8.608,0.8059489727020264,0.75537109375,0.05057787895202637,0.1615561544895172,1.8535010814666748,1,1
269,8.608,8.64,0.7623647451400757,0.728515625,0.033849120140075684,0.16227465867996216,1.8197447061538696,1,1
270,8.64,8.672,0.6956365704536438,0.69677734375,0.0011407732963562012,0.17874474823474884,1.815659761428833,1,1
271,8.672,8.704,0.7181714177131653,0.6669921875,0.05117923021316528,0.17071139812469482,1.817976713180542,1,1
272,8.704,8.736,0.7335922718048096,0.63525390625,0.09833836555480957,0.16430971026420593,1.8106989860534668,1,1
273,8.736,8.768,0.731437623500824,0.60498046875,0.12645715475082397,0.18761231005191803,1.8488800525665283,1,1
274,8.768,8.8,0.7357208132743835,0.57177734375,0.16394346952438354,0.1993185579776764,1.8704893589019775,1,1
275,8.8,8.832,0.9112762212753296,0.869140625,0.04213559627532959,0.20495809614658356,1.7596001625061035,1,1
276,8.832,8.864,0.9857335090637207,0.9736328125,0.012100696563720703,0.14281851053237915,1.5623393058776855,1,1
277,8.864,8.896,0.9744826555252075,0.98193359375,0.0074509382247924805,0.1705183982849121,1.5158162117004395,1,1
278,8.896,8.928,0.9780586957931519,0.990234375,0.012175679206848145,0.1660676896572113,1.4909552335739136,1,1
279,8.928,8.96,0.9870164394378662,0.994140625,0.007124185562133789,0.1603439450263977,1.483282208442688,1,1
280,8.96,8.992,0.989124059677124,0.99609375,0.0069696903228759766,0.1382785439491272,1.4331930875778198,1,1
281,8.992,9.024,0.996762752532959,0.99609375,0.0006690025329589844,0.13807904720306396,1.4254261255264282,1,1
282,9.024,9.056,0.9980886578559875,0.9970703125,0.0010183453559875488,0.12811869382858276,1.4238851070404053,1,1
283,9.056,9.088,0.9968153238296509,0.99560546875,0.001209855079650879,0.14582516252994537,1.459742784500122,1,1
284,9.088,9.12,0.9966437816619873,0.98876953125,0.007874250411987305,0.14482170343399048,1.449081301689148,1,1
285,9.12,9.152,0.9985511302947998,0.99560546875,0.0029456615447998047,0.22312965989112854,1.5767858028411865,1,1
286,9.152,9.184,0.9987131357192993,0.99560546875,0.0031076669692993164,0.20634448528289795,1.6216404438018799,1,1
287,9.184,9.216,0.9986263513565063,0.994140625,0.004485726356506348,0.1985560953617096,1.6330525875091553,1,1
288,9.216,9.248,0.9987373352050781,0.9921875,0.006549835205078125,0.17951583862304688,1.6241905689239502,1,1
289,9.248,9.28,0.9988269805908203,0.99169921875,0.0071277618408203125,0.19450496137142181,1.6690547466278076,1,1
290,9.28,9.312,0.9986388683319092,0.990234375,0.00840449333190918,0.20256862044334412,1.702521562576294,1,1
291,9.312,9.344,0.9974249601364136,0.98193359375,0.015491366386413574,0.2122366577386856,1.714341640472412,1,1
292,9.344,9.376,0.9868278503417969,0.966796875,0.020030975341796875,0.2387731820344925,1.7489432096481323,1,1
293,9.376,9.408,0.9929581880569458,0.9423828125,0.0505753755569458,0.26780229806900024,1.7924754619598389,1,1
294,9.408,9.44,0.9862211346626282,0.923828125,0.062393009662628174,0.24519194662570953,1.7633144855499268,1,1
295,9.44,9.472,0.9969221949577332,0.98388671875,0.013035476207733154,0.21173763275146484,1.735337495803833,1,1
296,9.472,9.504,0.9971237182617188,0.994140625,0.00298309326171875,0.17280197143554688,1.6853981018066406,1,1
297,9.504,9.536,0.9959779977798462,0.99560546875,0.0003725290298461914,0.16502194106578827,1.6692709922790527,1,1
298,9.536,9.568,0.990851640701294,0.99560546875,0.004753828048706055,0.14901131391525269,1.6536459922790527,1,1
299,9.568,9.6,0.9630264043807983,0.994140625,0.03111422061920166,0.17392608523368835,1.6294889450073242,1,1
300,9.6,9.632,0.9919241666793823,0.98876953125,0.0031546354293823242,0.16096432507038116,1.5764068365097046,1,1
301,9.632,9.664,0.9963651895523071,0.99560546875,0.0007597208023071289,0.11609981209039688,1.5362415313720703,1,1
302,9.664,9.696,0.9938963651657104,0.99560546875,0.0017091035842895508,0.11088017374277115,1.5247828960418701,1,1
303,9.696,9.728,0.9854468107223511,0.99365234375,0.008205533027648926,0.12100076675415039,1.5392284393310547,1,1
304,9.728,9.76,0.9450979232788086,0.99072265625,0.045624732971191406,0.1915166974067688,1.5718153715133667,1,1
305,9.76,9.792,0.9258133172988892,0.98876953125,0.06295621395111084,0.19654598832130432,1.5574817657470703,1,1
306,9.792,9.824,0.9760512709617615,0.9873046875,0.011253416538238525,0.20512539148330688,1.579624056816101,1,1
307,9.824,9.856,0.9872441291809082,0.99560546875,0.008361339569091797,0.15215307474136353,1.5048882961273193,1,1
308,9.856,9.888,0.9871087074279785,0.99560546875,0.008496761322021484,0.15540091693401337,1.5054428577423096,1,1
309,9.888,9.92,0.9908689260482788,0.99560546875,0.004736542701721191,0.15372225642204285,1.51347017288208,1,1
310,9.92,9.952,0.9946564435958862,0.99560546875,0.0009490251541137695,0.155286967754364,1.526029348373413,1,1
311,9.952,9.984,0.9963347911834717,0.99560546875,0.0007293224334716797,0.17186634242534637,1.5687650442123413,1,1
312,9.984,10.016,0.9968134164810181,0.99609375,0.0007196664810180664,0.1748058795928955,1.5946404933929443,1,1
313,10.016,10.048,0.9975340366363525,0.99609375,0.001440286636352539,0.20775209367275238,1.663100242614746,1,1
314,10.048,10.08,0.9970865845680237,0.99560546875,0.0014811158180236816,0.1948479562997818,1.6760082244873047,1,1
315,10.08,10.112,0.9964637756347656,0.994140625,0.002323150634765625,0.16145315766334534,1.6539174318313599,1,1
316,10.112,10.144,0.9967120289802551,0.9921875,0.004524528980255127,0.15445420145988464,1.639571189880371,1,1
317,10.144,10.176,0.9952503442764282,0.9873046875,0.007945656776428223,0.14747893810272217,1.637237310409546,1,1
318,10.176,10.208,0.9848133325576782,0.97900390625,0.005809426307678223,0.14961349964141846,1.6452093124389648,1,1
319,10.208,10.24,0.9535061120986938,0.966796875,0.013290762901306152,0.13663849234580994,1.646855115890503,1,1
320,10.24,10.272,0.9678623676300049,0.9482421875,0.019620180130004883,0.1464255005121231,1.644777774810791,1,1
321,10.272,10.304,0.9153172969818115,0.9287109375,0.013393640518188477,0.12799857556819916,1.6318821907043457,1,1
322,10.304,10.336,0.8795021772384644,0.9326171875,0.053115010261535645,0.16566741466522217,1.6565258502960205,1,1
323,10.336,10.368,0.8030565977096558,0.9404296875,0.13737308979034424,0.20832887291908264,1.6622285842895508,1,1
324,10.368,10.4,0.8552168607711792,0.9287109375,0.0734940767288208,0.2088978886604309,1.6951831579208374,1,1
325,10.4,10.432,0.8569645881652832,0.91552734375,0.0585627555847168,0.19687509536743164,1.6903910636901855,1,1
326,10.432,10.464,0.8413114547729492,0.8955078125,0.05419635772705078,0.19994015991687775,1.7293840646743774,1,1
327,10.464,10.496,0.8415274620056152,0.87255859375,0.031031131744384766,0.18955421447753906,1.742906093597412,1,1
328,10.496,10.528,0.8242682814598083,0.84716796875,0.02289968729019165,0.18157926201820374,1.7454657554626465,1,1
329,10.528,10.56,0.792802631855011,0.82080078125,0.027998149394989014,0.18583452701568604,1.7540500164031982,1,1
330,10.56,10.592,0.7890270352363586,0.7939453125,0.004918277263641357,0.17861618101596832,1.7438485622406006,1,1
331,10.592,10.624,0.770978569984436,0.767578125,0.003400444984436035,0.187209814786911,1.7458139657974243,1,1
332,10.624,10.656,0.7506794929504395,0.7392578125,0.011421680450439453,0.1816898137331009,1.738053560256958,1,1
333,10.656,10.688,0.7435766458511353,0.7158203125,0.027756333351135254,0.1802670657634735,1.7338554859161377,1,1
334,10.688,10.72,0.7103544473648071,0.68994140625,0.02041304111480713,0.17044682800769806,1.710532546043396,1,1
335,10.72,10.752,0.7037712335586548,0.6640625,0.039708733558654785,0.18657374382019043,1.7313075065612793,1,1
336,10.752,10.784,0.9169316291809082,0.69677734375,0.2201542854309082,0.19846218824386597,1.684009313583374,1,1
337,10.784,10.816,0.9488275051116943,0.8720703125,0.07675719261169434,0.19336074590682983,1.6402136087417603,1,1
338,10.816,10.848,0.9390161037445068,0.822265625,0.11675047874450684,0.17420503497123718,1.5779592990875244,1,1
339,10.848,10.88,0.9145649671554565,0.88427734375,0.030287623405456543,0.16231414675712585,1.5607699155807495,1,1
340,10.88,10.912,0.9750168323516846,0.90869140625,0.06632542610168457,0.17209434509277344,1.5547871589660645,1,1
341,10.912,10.944,0.990624725818634,0.958984375,0.03164035081863403,0.1569635272026062,1.5275098085403442,1,1
342,10.944,10.976,0.9970699548721313,0.97900390625,0.018066048622131348,0.16827599704265594,1.5189158916473389,1,1
343,10.976,11.008,0.9984462261199951,0.99365234375,0.004793882369995117,0.1638970971107483,1.5583544969558716,1,1
344,11.008,11.04,0.9986140727996826,0.9951171875,0.003496885299682617,0.16700971126556396,1.5708036422729492,1,1
345,11.04,11.072,0.9984955787658691,0.994140625,0.004354953765869141,0.1638343632221222,1.5584776401519775,1,1
346,11.072,11.104,0.9981769323348999,0.990234375,0.007942557334899902,0.2049921154975891,1.6404986381530762,1,1
347,11.104,11.136,0.9977142810821533,0.982421875,0.01529240608215332,0.20850050449371338,1.6616909503936768,1,1
348,11.136,11.168,0.9981750249862671,0.9716796875,0.02649533748626709,0.21506154537200928,1.6800228357315063,1,1
349,11.168,11.2,0.9973384141921997,0.96337890625,0.03395950794219971,0.21424195170402527,1.7107652425765991,1,1
350,11.2,11.232,0.9942644238471985,0.9482421875,0.046022236347198486,0.20159092545509338,1.7244126796722412,1,1
351,11.232,11.264,0.9975916743278503,0.947265625,0.05032604932785034,0.23147428035736084,1.7290472984313965,1,1
352,11.264,11.296,0.9979844093322754,0.9638671875,0.03411722183227539,0.22969433665275574,1.7617056369781494,1,1
353,11.296,11.328,0.9984813928604126,0.98828125,0.010200142860412598,0.1858898401260376,1.723589539527893,1,1
354,11.328,11.36,0.9983449578285217,0.98046875,0.01787620782852173,0.19115018844604492,1.7348592281341553,1,1
355,11.36,11.392,0.9954745769500732,0.970703125,0.024771451950073242,0.19512365758419037,1.7643795013427734,1,1
356,11.392,11.424,0.9974631071090698,0.94873046875,0.048732638359069824,0.2597360908985138,1.8466100692749023,1,1
357,11.424,11.456,0.9973059892654419,0.92529296875,0.0720130205154419,0.25920194387435913,1.856364130973816,1,1
358,11.456,11.488,0.9984753131866455,0.9853515625,0.013123750686645508,0.21035078167915344,1.8837368488311768,1,1
359,11.488,11.52,0.9983529448509216,0.99365234375,0.004700601100921631,0.14276467263698578,1.8112351894378662,1,1
360,11.52,11.552,0.9980916976928711,0.99560546875,0.0024862289428710938,0.15865592658519745,1.7812724113464355,1,1
361,11.552,11.584,0.9956105947494507,0.99609375,0.0004831552505493164,0.150762140750885,1.743201494216919,1,1
362,11.584,11.616,0.9783670902252197,0.99560546875,0.017238378524780273,0.16262270510196686,1.706003189086914,1,1
363,11.616,11.648,0.9950608015060425,0.99365234375,0.0014084577560424805,0.17372658848762512,1.6796554327011108,1,1
364,11.648,11.68,0.989697277545929,0.99072265625,0.001025378704071045,0.14380978047847748,1.5958678722381592,1,1
365,11.68,11.712,0.995550274848938,0.9873046875,0.008245587348937988,0.13785433769226074,1.5680279731750488,1,1
366,11.712,11.744,0.9894704818725586,0.98681640625,0.0026540756225585938,0.14002618193626404,1.6031951904296875,1,1
367,11.744,11.776,0.9752352237701416,0.982421875,0.0071866512298583984,0.12683528661727905,1.5880191326141357,1,1
368,11.776,11.808,0.9944677352905273,0.98583984375,0.008627891540527344,0.15980157256126404,1.5947248935699463,1,1
369,11.808,11.84,0.9858614206314087,0.97900390625,0.006857514381408691,0.16605933010578156,1.6554577350616455,1,1
370,11.84,11.872,0.9920758008956909,0.970703125,0.021372675895690918,0.1770874559879303,1.680800199508667,1,1
371,11.872,11.904,0.9973324537277222,0.97900390625,0.018328547477722168,0.27845990657806396,1.8190962076187134,1,1
372,11.904,11.936,0.9973165988922119,0.978515625,0.018800973892211914,0.25864556431770325,1.890357494354248,1,1
373,11.936,11.968,0.9964606761932373,0.9775390625,0.018921613693237305,0.2281452715396881,1.9195038080215454,1,1
374,11.968,12.0,0.995130717754364,0.96728515625,0.027845561504364014,0.21877369284629822,1.9264353513717651,1,1
375,12.0,12.032,0.9959703683853149,0.94873046875,0.04723989963531494,0.23384509980678558,1.9436546564102173,1,1
376,12.032,12.064,0.9968397617340088,0.958984375,0.03785538673400879,0.23837165534496307,1.9919103384017944,1,1
377,12.064,12.096,0.99531090259552,0.958984375,0.03632652759552002,0.2063566893339157,2.018463134765625,1,1
378,12.096,12.128,0.996677577495575,0.958984375,0.03769320249557495,0.24227367341518402,2.05409836769104,1,1
379,12.128,12.16,0.9929064512252808,0.94580078125,0.04710566997528076,0.2159712165594101,2.05725359916687,1,1
380,12.16,12.192,0.9958510994911194,0.92236328125,0.07348781824111938,0.26009127497673035,2.1023201942443848,1,1
381,12.192,12.224,0.9966682195663452,0.93359375,0.06307446956634521,0.2686014771461487,2.1882123947143555,1,1
382,12.224,12.256,0.9972656965255737,0.93505859375,0.06220710277557373,0.2718777656555176,2.225071430206299,1,1
383,12.256,12.288,0.996688723564148,0.96240234375,0.03428637981414795,0.25899726152420044,2.2654974460601807,1,1
384,12.288,12.32,0.9966041445732117,0.96240234375,0.03420180082321167,0.21636375784873962,2.2113423347473145,1,1
385,12.32,12.352,0.9961577653884888,0.9638671875,0.03229057788848877,0.1941094845533371,2.1747355461120605,1,1
386,12.352,12.384,0.9964545965194702,0.98046875,0.015985846519470215,0.1810358762741089,2.139181137084961,1,1
387,12.384,12.416,0.9960876703262329,0.98876953125,0.00731813907623291,0.1685784012079239,2.1000900268554688,1,1
388,12.416,12.448,0.9952363967895508,0.98876953125,0.006466865539550781,0.14635777473449707,2.0378196239471436,1,1
389,12.448,12.48,0.9943975210189819,0.98828125,0.006116271018981934,0.13741225004196167,1.9932937622070312,1,1
390,12.48,12.512,0.9949237108230591,0.99072265625,0.004201054573059082,0.13439400494098663,1.9519858360290527,1,1
391,12.512,12.544,0.9960496425628662,0.99072265625,0.005326986312866211,0.17017251253128052,1.9575477838516235,1,1
392,12.544,12.576,0.997128427028656,0.994140625,0.002987802028656006,0.13687372207641602,1.9249141216278076,1,1
393,12.576,12.608,0.9973443746566772,0.994140625,0.003203749656677246,0.1447601020336151,1.9034521579742432,1,1
394,12.608,12.64,0.9962031841278076,0.99365234375,0.002550840377807617,0.14166468381881714,1.910650372505188,1,1
395,12.64,12.672,0.9970327615737915,0.99365234375,0.003380417823791504,0.1497998684644699,1.9242395162582397,1,1
396,12.672,12.704,0.9974292516708374,0.99267578125,0.004753470420837402,0.15120357275009155,1.9418190717697144,1,1
397,12.704,12.736,0.995284914970398,0.990234375,0.005050539970397949,0.154684916138649,1.971705675125122,1,1
398,12.736,12.768,0.9865740537643433,0.9873046875,0.0007306337356567383,0.1639348268508911,1.9985185861587524,1,1
399,12.768,12.8,0.9264060854911804,0.98681640625,0.06041032075881958,0.2040073275566101,2.0271382331848145,1,1
400,12.8,12.832,0.8398147821426392,0.9853515625,0.14553678035736084,0.23873001337051392,2.0132107734680176,1,1
401,12.832,12.864,0.8635807037353516,0.98046875,0.11688804626464844,0.25705841183662415,2.017582654953003,1,1
402,12.864,12.896,0.9055529832839966,0.97216796875,0.06661498546600342,0.24781697988510132,2.0016543865203857,1,1
403,12.896,12.928,0.9010249376296997,0.95849609375,0.05747115612030029,0.23747611045837402,1.997444748878479,1,1
404,12.928,12.96,0.9067561626434326,0.94580078125,0.03904461860656738,0.22655810415744781,1.9953653812408447,1,1
405,12.96,12.992,0.9036118984222412,0.92578125,0.02216935157775879,0.2138907015323639,1.9845592975616455,1,1
406,12.992,13.024,0.89594966173172,0.89892578125,0.0029761195182800293,0.2096308469772339,1.9795149564743042,1,1
407,13.024,13.056,0.8894051313400269,0.87060546875,0.018799662590026855,0.20044875144958496,1.9584150314331055,1,1
408,13.056,13.088,0.83507239818573,0.83984375,0.0047713518142700195,0.20137543976306915,1.9029746055603027,1,1
409,13.088,13.12,0.8444841504096985,0.81201171875,0.032472431659698486,0.18296962976455688,1.8857064247131348,1,1
410,13.12,13.152,0.835026204586029,0.78564453125,0.04938167333602905,0.1916080117225647,1.8832485675811768,1,1
411,13.152,13.184,0.7831547260284424,0.7587890625,0.024365663528442383,0.17070244252681732,1.819880723953247,1,1
412,13.184,13.216,0.7616214752197266,0.7333984375,0.028223037719726562,0.18194051086902618,1.8339632749557495,1,1
413,13.216,13.248,0.7678384780883789,0.7041015625,0.0637369155883789,0.18247632682323456,1.8299810886383057,1,1
414,13.248,13.28,0.7202950716018677,0.67822265625,0.042072415351867676,0.17122001945972443,1.8061535358428955,1,1
415,13.28,13.312,0.7230001091957092,0.6533203125,0.06967979669570923,0.18704287707805634,1.8228811025619507,1,1
416,13.312,13.344,0.6639939546585083,0.625,0.0389939546585083,0.17173397541046143,1.788332462310791,1,1
417,13.344,13.376,0.6562512516975403,0.59423828125,0.06201297044754028,0.178013414144516,1.8046400547027588,1,1
418,13.376,13.408,0.6828742623329163,0.56494140625,0.11793285608291626,0.18964964151382446,1.817523717880249,1,1
419,13.408,13.44,0.6314931511878967,0.5390625,0.09243065118789673,0.17472796142101288,1.780942440032959,1,1
420,13.44,13.472,0.5769643783569336,0.51123046875,0.0657339096069336,0.1736876368522644,1.7683923244476318,1,1
421,13.472,13.504,0.9580307602882385,0.59521484375,0.3628159165382385,0.23808154463768005,1.8318140506744385,1,1
422,13.504,13.536,0.9949557185173035,0.93408203125,0.06087368726730347,0.21349447965621948,1.674628734588623,1,1
423,13.536,13.568,0.9952361583709717,0.94384765625,0.05138850212097168,0.1974303424358368,1.5928865671157837,1,1
424,13.568,13.6,0.9955986738204956,0.978515625,0.017083048820495605,0.17076453566551208,1.5304211378097534,1,1
425,13.6,13.632,0.996597409248352,0.9873046875,0.00929272174835205,0.16278746724128723,1.503411889076233,1,1
426,13.632,13.664,0.9978991150856018,0.99560546875,0.0022936463356018066,0.13513250648975372,1.3958462476730347,1,1
427,13.664,13.696,0.9974632263183594,0.99560546875,0.001857757568359375,0.1244455948472023,1.3680980205535889,1,1
428,13.696,13.728,0.9984171986579895,0.99609375,0.002323448657989502,0.1529119908809662,1.3846707344055176,1,1
429,13.728,13.76,0.9986864328384399,0.9970703125,0.0016161203384399414,0.13831381499767303,1.4193860292434692,1,1
430,13.76,13.792,0.9988241195678711,0.9970703125,0.0017538070678710938,0.12563574314117432,1.3681191205978394,1,1
431,13.792,13.824,0.9987762570381165,0.99609375,0.002682507038116455,0.14872796833515167,1.425115704536438,1,1
432,13.824,13.856,0.9987435340881348,0.99609375,0.0026497840881347656,0.15186896920204163,1.491432785987854,1,1
433,13.856,13.888,0.998737096786499,0.99609375,0.0026433467864990234,0.16356441378593445,1.551180124282837,1,1
434,13.888,13.92,0.998408317565918,0.994140625,0.004267692565917969,0.17472949624061584,1.6231670379638672,1,1
435,13.92,13.952,0.9989315867424011,0.9970703125,0.001861274242401123,0.16164326667785645,1.5137684345245361,1,1
436,13.952,13.984,0.9987959861755371,0.99755859375,0.0012373924255371094,0.14881929755210876,1.4921760559082031,1,1
437,13.984,14.016,0.9989830255508423,0.99755859375,0.0014244318008422852,0.19483615458011627,1.5480200052261353,1,1
438,14.016,14.048,0.9990501403808594,0.99755859375,0.001491546630859375,0.1802326738834381,1.5432560443878174,1,1
439,14.048,14.08,0.9990103244781494,0.9970703125,0.001940011978149414,0.1400749236345291,1.498476266860962,1,1
440,14.08,14.112,0.9991225600242615,0.9970703125,0.0020522475242614746,0.17930379509925842,1.5284438133239746,1,1
441,14.112,14.144,0.9990960359573364,0.9970703125,0.0020257234573364258,0.16449451446533203,1.5367680788040161,1,1
442,14.144,14.176,0.997992992401123,0.9970703125,0.0009226799011230469,0.16114148497581482,1.5507510900497437,1,1
443,14.176,14.208,0.9982423186302185,0.99755859375,0.0006837248802185059,0.14151284098625183,1.4988455772399902,1,1
444,14.208,14.24,0.9984572529792786,0.99755859375,0.0008986592292785645,0.12734900414943695,1.4857901334762573,1,1
445,14.24,14.272,0.9973255395889282,0.99755859375,0.00023305416107177734,0.11771571636199951,1.4919118881225586,1,1
446,14.272,14.304,0.9981868863105774,0.99560546875,0.0025814175605773926,0.1422668844461441,1.5011115074157715,1,1
447,14.304,14.336,0.9989145398139954,0.9970703125,0.0018442273139953613,0.13954085111618042,1.5017549991607666,1,1
448,14.336,14.368,0.9987161159515381,0.99755859375,0.001157522201538086,0.1331983208656311,1.5182745456695557,1,1
449,14.368,14.4,0.9988865852355957,0.99755859375,0.0013279914855957031,0.12763561308383942,1.5004186630249023,1,1
450,14.4,14.432,0.9987610578536987,0.99755859375,0.0012024641036987305,0.13237395882606506,1.52447509765625,1,1
451,14.432,14.464,0.9985378384590149,0.99755859375,0.0009792447090148926,0.13756778836250305,1.5506467819213867,1,1
452,14.464,14.496,0.9984052181243896,0.9970703125,0.0013349056243896484,0.13855449855327606,1.5675914287567139,1,1
453,14.496,14.528,0.9982922077178955,0.9970703125,0.0012218952178955078,0.13153493404388428,1.5791549682617188,1,1
454,14.528,14.56,0.9983495473861694,0.99755859375,0.0007909536361694336,0.12003777921199799,1.5752851963043213,1,1
455,14.56,14.592,0.9986650943756104,0.99755859375,0.0011065006256103516,0.13643434643745422,1.5920103788375854,1,1
456,14.592,14.624,0.9980233907699585,0.99755859375,0.0004647970199584961,0.15725122392177582,1.6306002140045166,1,1
457,14.624,14.656,0.9913277626037598,0.99609375,0.004765987396240234,0.17023959755897522,1.6346687078475952,1,1
458,14.656,14.688,0.9430495500564575,0.994140625,0.05109107494354248,0.2015383243560791,1.6597766876220703,1,1
459,14.688,14.72,0.9925055503845215,0.99267578125,0.00017023086547851562,0.23894301056861877,1.7195957899093628,1,1
460,14.72,14.752,0.9962543249130249,0.9951171875,0.0011371374130249023,0.20771172642707825,1.7353780269622803,1,1
461,14.752,14.784,0.9946353435516357,0.99365234375,0.0009829998016357422,0.16721606254577637,1.728895902633667,1,1
462,14.784,14.816,0.9761634469032288,0.990234375,0.01407092809677124,0.1764022409915924,1.7326246500015259,1,1
463,14.816,14.848,0.9124815464019775,0.98876953125,0.07628798484802246,0.20834368467330933,1.7501568794250488,1,1
464,14.848,14.88,0.9081063270568848,0.98583984375,0.07773351669311523,0.2283519208431244,1.760722041130066,1,1
465,14.88,14.912,0.9301699995994568,0.97705078125,0.04688078165054321,0.22201929986476898,1.7679054737091064,1,1
466,14.912,14.944,0.945095419883728,0.96435546875,0.019260048866271973,0.21360519528388977,1.7809618711471558,1,1
467,14.944,14.976,0.9426134824752808,0.95361328125,0.010999798774719238,0.20616978406906128,1.783400535583496,1,1
468,14.976,15.008,0.9347270727157593,0.9404296875,0.005702614784240723,0.20172199606895447,1.7875592708587646,1,1
469,15.008,15.04,0.9303631782531738,0.91552734375,0.014835834503173828,0.2126081883907318,1.8211725950241089,1,1
470,15.04,15.072,0.9078102111816406,0.88427734375,0.023532867431640625,0.1692301332950592,1.7465306520462036,1,1
471,15.072,15.104,0.8835083246231079,0.85595703125,0.02755129337310791,0.18738196790218353,1.7820669412612915,1,1
472,15.104,15.136,0.8773325681686401,0.8291015625,0.04823100566864014,0.17576712369918823,1.780272126197815,1,1
473,15.136,15.168,0.986574649810791,0.85986328125,0.12671136856079102,0.23042044043540955,1.8299366235733032,1,1
474,15.168,15.2,0.9960898756980896,0.96728515625,0.0288047194480896,0.18431292474269867,1.746579885482788,1,1
475,15.2,15.232,0.9877512454986572,0.94873046875,0.03902077674865723,0.17773710191249847,1.71458101272583,1,1
476,15.232,15.264,0.982143759727478,0.9541015625,0.028042197227478027,0.1635100245475769,1.7067869901657104,1,1
477,15.264,15.296,0.9968113899230957,0.98583984375,0.010971546173095703,0.15253300964832306,1.6912645101547241,1,1
478,15.296,15.328,0.9976698756217957,0.994140625,0.0035292506217956543,0.12378603219985962,1.640566349029541,1,1
479,15.328,15.36,0.9987427592277527,0.9970703125,0.0016724467277526855,0.12324383854866028,1.6269230842590332,1,1
480,15.36,15.392,0.9991117119789124,0.99755859375,0.0015531182289123535,0.1126101016998291,1.6405748128890991,1,1
481,15.392,15.424,0.9992518424987793,0.99755859375,0.0016932487487792969,0.11932637542486191,1.648667812347412,1,1
482,15.424,15.456,0.9992228746414185,0.99755859375,0.001664280891418457,0.11742016673088074,1.6173715591430664,1,1
483,15.456,15.488,0.9991657137870789,0.99755859375,0.0016071200370788574,0.15366151928901672,1.6942859888076782,1,1
484,15.488,15.52,0.9990942478179932,0.99755859375,0.001535654067993164,0.1535293161869049,1.7542603015899658,1,1
485,15.52,15.552,0.9990063905715942,0.9970703125,0.0019360780715942383,0.16776755452156067,1.8195741176605225,1,1
486,15.552,15.584,0.9987978935241699,0.99560546875,0.003192424774169922,0.1875777542591095,1.92182195186615,1,1
